course_name,course_num,last_name,first_name,a_num,a_per,b_num,b_per,c_num,c_per,d_num,d_per,f_num,f_per,i_num,i_per,s_num,s_per,u_num,u_per,w_num,w_per,o_num,o_per,total_num
ECH-6506 -001-C (20075),20075,Bhethanabotla,Venkat,4,25.00,8,50.00,3,18.75,1,6.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
ECH-4323 -001-C (20755),20755,Smith,Carlos,7,10.29,16,23.53,23,33.82,14,20.59,6,8.82,0,0.00,0,0.00,0,0.00,2,2.94,0,0,68
ECH-4931 -004-C (21353),21353,Schemel,Christopher,32,80.00,8,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,40
ECH-6931 -002-C (21416),21416,Emirov,Yusuf,20,95.24,1,4.76,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,21
ECH-3854 -002-C (22004),22004,Gupta,Vinay,3,6.12,13,26.53,12,24.49,4,8.16,4,8.16,0,0.00,0,0.00,0,0.00,13,26.53,0,0,49
EMA-4003 -001-C (22005),22005,Pyayt,Anna,33,75.00,8,18.18,1,2.27,0,0.00,1,2.27,1,2.27,0,0.00,0,0.00,0,0.00,0,0,44
ECH-4931 -006-C (22007),22007,Simmons,David,4,66.67,2,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EGS-3011 -001-C (22008),22008,Lee,William,20,44.44,15,33.33,7,15.56,1,2.22,0,0.00,0,0.00,0,0.00,0,0.00,2,4.44,0,0,45
ECH-4504 -001-C (22009),22009,Kuhn,John,3,11.54,10,38.46,11,42.31,1,3.85,0,0.00,0,0.00,0,0.00,0,0.00,1,3.85,0,0,26
ECH-4846 -002-C (22638),22638,Fawcett,Timothy,3,42.86,0,0.00,1,14.29,1,14.29,2,28.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
ECH-4615C-001-C (23232),23232,Lee,William,11,47.83,10,43.48,2,8.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
ECH-4615C-002-C (23233),23233,Lee,William,9,50.00,9,50.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
ECH-4615C-003-C (23234),23234,Lee,William,15,62.50,4,16.67,5,20.83,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
ECH-4615C-004-C (23235),23235,Lee,William,12,66.67,6,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
ECH-3783 -001-C (25114),25114,Alcantar,Norma,8,47.06,5,29.41,2,11.76,1,5.88,1,5.88,0,0.00,0,0.00,0,0.00,0,0.00,0,0,17
ECH-3101 -001-C (25115),25115,Campbell,Scott,8,38.10,8,38.10,5,23.81,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,21
ECH-4931 -005-O (26002),26002,Campbell,Scott,11,84.62,2,15.38,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
EGN-3311 -001-C (10595),10595,Nohra,Karim,12,14.29,22,26.19,20,23.81,10,11.90,12,14.29,0,0.00,0,0.00,0,0.00,8,9.52,0,0,84
EGN-3321 -001-C (10596),10596,Nohra,Karim,19,9.90,55,28.65,76,39.58,9,4.69,27,14.06,0,0.00,0,0.00,0,0.00,6,3.13,0,0,192
EGN-3331 -001-C (10597),10597,Stokes,Michael,2,3.92,11,21.57,12,23.53,11,21.57,14,27.45,0,0.00,0,0.00,0,0.00,1,1.96,0,0,51
EGN-3331L-001-L (10598),10598,Mullins,Austin,2,11.76,12,70.59,0,0.00,2,11.76,0,0.00,0,0.00,0,0.00,0,0.00,1,5.88,0,0,17
EGN-3331L-002-L (10599),10599,Mullins,Austin,7,46.67,7,46.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.67,0,0,15
EGN-3353 -001-C (10600),10600,Arias,Mauricio,11,33.33,11,33.33,6,18.18,3,9.09,1,3.03,0,0.00,0,0.00,0,0.00,1,3.03,0,0,33
EGN-3365 -002-C (10601),10601,Alexander,Christopher,20,22.47,36,40.45,26,29.21,4,4.49,2,2.25,0,0.00,0,0.00,0,0.00,1,1.12,0,0,89
CEG-4012 -001-C (10626),10626,Gunaratne,Manjriker,5,11.90,8,19.05,21,50.00,6,14.29,1,2.38,0,0.00,0,0.00,0,0.00,1,2.38,0,0,42
CEG-4850 -901-C (10627),10627,Lu,Qing,33,86.84,4,10.53,1,2.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,38
CES-3102 -001-C (10628),10628,Stokes,Michael,17,26.56,16,25.00,16,25.00,4,6.25,6,9.38,0,0.00,0,0.00,0,0.00,5,7.81,0,0,64
CWR-4202 -001-C (10629),10629,Nachabe,Mahmoud,10,22.22,14,31.11,9,20.00,7,15.56,1,2.22,0,0.00,0,0.00,0,0.00,4,8.89,0,0,45
CWR-4812 -901-C (10630),10630,Ergas,Sarina,10,71.43,4,28.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
TTE-6315 -901-C (10631),10631,Wang,Zhenyu,16,80.00,4,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
TTE-4005 -001-C (11039),11039,Zhang,Yu,34,48.57,33,47.14,2,2.86,1,1.43,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,70
ENV-6667 -001-C (11043),11043,Yeh,Daniel,5,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
CGN-6933 -007-C (11461),11461,Li,Xiaopeng,6,60.00,3,30.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,10,10
ENV-6666 -001-C (11698),11698,Alfredo,Katherine,5,26.32,7,36.84,7,36.84,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,19
ENV-4004L-001-L (11699),11699,Dasi,Erica,3,25.00,9,75.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
ENV-4004L-002-L (11700),11700,Dasi,Erica,0,0.00,9,81.82,2,18.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
ENV-4001 -001-C (11701),11701,Albergo,Nicholas,25,32.05,28,35.90,19,24.36,2,2.56,2,2.56,1,1.28,0,0.00,0,0.00,1,1.28,0,0,78
EGN-3311 -003-C (11829),11829,Stokes,Michael,8,10.53,13,17.11,14,18.42,2,2.63,22,28.95,0,0.00,0,0.00,0,0.00,17,22.37,0,0,76
EGN-3311 -002-C (11830),11830,Nohra,Karim,9,10.23,26,29.55,35,39.77,4,4.55,7,7.95,0,0.00,0,0.00,0,0.00,7,7.95,0,0,88
CES-5715C-901-C (12005),12005,Castellon,Armando,11,91.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,8,12
CES-4750 -001-C (12051),12051,Stroh,Steven,5,20.83,19,79.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
CGN-4933 -001-C (12143),12143,Albergo,Nicholas,11,55.00,7,35.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.00,0,0,20
CGN-4851 -001-L (12567),12567,Zayed,Abla,2,20.00,6,60.00,2,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
ECH-4931 -003-C (12883),12883,Cunningham,Jeffrey,3,33.33,3,33.33,3,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
TTE-6930 -001-D (12887),12887,Li,Xiaopeng,13,65.00,4,20.00,1,5.00,0,0.00,2,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
CGN-4933 -007-C (13143),13143,Li,Xiaopeng,3,37.50,4,50.00,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EGN-3331L-003-L (13428),13428,Mullins,Austin,8,53.33,6,40.00,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
CGN-4851 -002-L (13429),13429,Zayed,Abla,3,27.27,4,36.36,4,36.36,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
CGN-4851 -003-L (13430),13430,Zayed,Abla,3,27.27,6,54.55,2,18.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
ENV-4004L-003-L (13517),13517,Dasi,Erica,0,0.00,7,77.78,2,22.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
CGN-6933 -001-C (13824),13824,Ergas,Sarina,13,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
CGN-6933 -907-C (13889),13889,Ross,Mark,26,76.47,8,23.53,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,34
EGN-4454 -001-C (15821),15821,Simkins,Daniel,6,31.58,2,10.53,8,42.11,0,0.00,3,15.79,0,0.00,0,0.00,0,0.00,0,0.00,0,0,19
CGN-6945 -001-O (17063),17063,Zayed,Abla,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,100.00,0,0.00,0,0.00,0,0,6
EGN-1113 -001-C (17881),17881,Penaloza Gutierrez,Juan,37,59.68,12,19.35,5,8.06,1,1.61,5,8.06,0,0.00,0,0.00,0,0.00,2,3.23,0,0,62
EGN-1113 -002-C (17882),17882,Penaloza Gutierrez,Juan,24,64.86,6,16.22,4,10.81,1,2.70,1,2.70,0,0.00,0,0.00,0,0.00,1,2.70,0,0,37
EGN-4454 -002-C (17885),17885,Simkins,Daniel,5,21.74,6,26.09,8,34.78,0,0.00,2,8.70,2,8.70,0,0.00,0,0.00,0,0.00,0,0,23
EGN-3000L-004-L (18479),18479,Simkins,Daniel,55,61.80,21,23.60,4,4.49,3,3.37,3,3.37,0,0.00,0,0.00,0,0.00,3,3.37,0,0,89
EGN-3000L-004I-L (18479),18479,Simkins,Daniel,3,37.50,4,50.00,0,0.00,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
TTE-4004 -001-C (18499),18499,Kourtellis,Achilleas,11,57.89,6,31.58,2,10.53,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,19
CES-6118 -001-C (18505),18505,Tejada-Martinez,Andres,12,92.31,1,7.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
ENV-6617 -001-C (20108),20108,Zhang,Qiong,3,21.43,8,57.14,2,14.29,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
ENV-6935 -001-C (20109),20109,Arias,Mauricio,7,87.50,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
ENV-6337 -001-C (20118),20118,Albergo,Nicholas,2,28.57,5,71.43,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
ENV-4004L-004-L (20913),20913,Dasi,Erica,3,37.50,5,62.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
ENV-4071 -001-C (22018),22018,Albergo,Nicholas,8,53.33,6,40.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.67,0,0.00,0,0,15
ENV-4612 -001-C (22020),22020,Zhang,Qiong,3,20.00,9,60.00,2,13.33,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
TTE-6501 -001-C (22405),22405,Mannering,Fred,6,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
ENV-4004L-005-L (23082),23082,Dasi,Erica,3,21.43,11,78.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
