course_name,course_num,last_name,first_name,a_num,a_per,b_num,b_per,c_num,c_per,d_num,d_per,f_num,f_per,i_num,i_per,s_num,s_per,u_num,u_per,w_num,w_per,o_num,o_per,total_num
CIS-4947 -040-I (56103),56103,Pazos Revilla,Marbin,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,10.00,9,90.00,0,0.00,0,0.00,0,0,10
CIS-4940 -042-I (56117),56117,Beasley,Zachariah,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,15,100.00,0,0.00,0,0.00,0,0,15
CEN-4020 -001-C (56592),56592,Beasley,Zachariah,21,37.50,30,53.57,4,7.14,1,1.79,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,56
CIS-4940 -041-I (56880),56880,Anderson,James,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,100.00,0,0.00,0,0.00,0,0,6
COP-4703 -701-O (57547),57547,Beasley,Zachariah,10,20.83,26,54.17,7,14.58,2,4.17,2,4.17,0,0.00,0,0.00,0,0.00,1,2.08,0,0,48
COP-4710 -001-C (57932),57932,Hendrix,William,14,29.17,23,47.92,7,14.58,2,4.17,1,2.08,0,0.00,0,0.00,0,0.00,1,2.08,0,0,48
COP-3515 -001-C (57973),57973,Anderson,James,9,15.00,23,38.33,10,16.67,5,8.33,6,10.00,0,0.00,0,0.00,0,0.00,7,11.67,0,0,60
CGS-2060 -001-C (58847),58847,Anderson,James,8,47.06,3,17.65,2,11.76,0,0.00,3,17.65,0,0.00,0,0.00,0,0.00,1,5.88,0,0,17
CDA-4205L-001-L (58848),58848,Ahmed,Md Rubel,14,70.00,4,20.00,2,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
CDA-4205L-002-L (58849),58849,Ahmed,Md Rubel,5,83.33,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
CDA-4205L-003-L (58850),58850,Ahmed,Md Rubel,3,60.00,2,40.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
COP-4931 -001-C (58894),58894,Fang,Suey-Chyun,7,15.91,14,31.82,11,25.00,4,9.09,5,11.36,0,0.00,0,0.00,0,0.00,3,6.82,0,0,44
EGN-4905 -001-Z (54251),54251,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,34,97.14,0,0.00,1,2.86,0,0,35
EGN-5940 -001-I (54551),54551,Fernandez,Eva,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,36,100.00,0,0.00,0,0.00,0,0,36
EGN-4905 -002-Z (54563),54563,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,19,90.48,2,9.52,0,0.00,0,0,21
EGN-5940 -002-I (54879),54879,Fernandez,Eva,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,100.00,0,0.00,0,0.00,0,0,16
EGN-4930 -001-C (55559),55559,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.35,20,86.96,2,8.70,0,0.00,0,0,23
EGN-4930 -007-C (57079),57079,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,87.50,2,12.50,0,0.00,0,0,16
EGN-4930 -003-C (57080),57080,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,22,95.65,1,4.35,0,0.00,0,0,23
EGN-4930 -002-C (57137),57137,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,20,83.33,3,12.50,0,0.00,0,0,24
EGN-4930 -005-C (57138),57138,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,19,86.36,3,13.64,0,0.00,0,0,22
EGN-4930 -004-C (57139),57139,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,20,95.24,1,4.76,0,0.00,0,0,21
EGN-4930 -701-O (57146),57146,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,3.23,30,96.77,0,0.00,0,0.00,0,0,31
EGN-4930 -702-O (58283),58283,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,28,93.33,2,6.67,0,0.00,0,0,30
EGN-4930 -703-O (58285),58285,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,27,100.00,0,0.00,0,0.00,0,0,27
EGN-4930 -704-O (58286),58286,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,26,96.30,1,3.70,0,0.00,0,0,27
EGN-4930 -006-C (58988),58988,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,22,100.00,0,0.00,0,0.00,0,0,22
EEL-4102 -001-C (50757),50757,Jeong,Chung Seop,7,53.85,4,30.77,1,7.69,0,0.00,1,7.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
EGN-3374 -001-C (51513),51513,Moreno,Wilfrido,3,15.79,4,21.05,1,5.26,2,10.53,1,5.26,0,0.00,0,0.00,0,0.00,8,42.11,0,0,19
EEE-3394 -701-O (52934),52934,Hoff,Andrew,6,42.86,2,14.29,4,28.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,14.29,0,0,14
EGN-3373 -001-C (54804),54804,Castellanos Mier,Alexandro,27,29.03,33,35.48,20,21.51,4,4.30,3,3.23,1,1.08,0,0.00,0,0.00,5,5.38,0,0,93
EEL-4935 -701-O (55564),55564,Ghani,Nasir,65,81.25,13,16.25,1,1.25,1,1.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,80
EEL-2161 -701-C (56067),56067,Jeong,Chung Seop,8,28.57,4,14.29,5,17.86,2,7.14,4,14.29,0,0.00,0,0.00,0,0.00,5,17.86,0,0,28
EEL-4740 -001-C (56501),56501,Castellanos Mier,Alexandro,15,62.50,7,29.17,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
EEL-6787 -300-O (57736),57736,Ghani,Nasir,9,64.29,4,28.57,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
EEL-6787 -701-O (57737),57737,Ghani,Nasir,9,75.00,3,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
EEL-3163C-001-L (57922),57922,Jeong,Chung Seop,3,30.00,6,60.00,0,0.00,0,0.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
EEL-4935 -008-O (58135),58135,Uysal,Ismail,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,39,100.00,0,0.00,0,0.00,0,0,39
EEL-4740 -901-C (58620),58620,Castellanos Mier,Alexandro,9,50.00,5,27.78,4,22.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
EEL-6935 -016-O (58958),58958,Moreno,Wilfrido,2,40.00,0,0.00,0,0.00,0,0.00,0,0.00,3,60.00,0,0.00,0,0.00,0,0.00,0,0,5
EGN-3443 -001-C (50135),50135,Acuna Melo,Jorge,27,25.71,35,33.33,21,20.00,8,7.62,3,2.86,0,0.00,0,0.00,0,0.00,11,10.48,0,0,105
EGN-3615 -701-C (50548),50548,Chilton,Jamie,20,80.00,4,16.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.00,0,0,25
EGN-4450 -001-C (50649),50649,Chilton,Jamie,33,60.00,13,23.64,8,14.55,0,0.00,1,1.82,0,0.00,0,0.00,0,0.00,0,0.00,0,0,55
EGN-4450 -701-C (50696),50696,Chilton,Jamie,15,83.33,3,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
EIN-6178 -701-C (50710),50710,Cain,Frank,22,91.67,2,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
EIN-6145 -701-C (50981),50981,Silva Sotillo,Walter,4,28.57,6,42.86,2,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,14.29,0,0,14
EIN-6145 -901-C (50982),50982,Silva Sotillo,Walter,11,42.31,12,46.15,1,3.85,1,3.85,0,0.00,0,0.00,0,0.00,0,0.00,1,3.85,0,0,26
EGN-3615 -001-C (51476),51476,Chilton,Jamie,62,65.26,20,21.05,5,5.26,1,1.05,3,3.16,0,0.00,0,0.00,0,0.00,4,4.21,0,0,95
EIN-4142 -901-C (51490),51490,Silva Sotillo,Walter,3,25.00,7,58.33,1,8.33,1,8.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
EGN-3443 -701-C (51512),51512,Acuna Melo,Jorge,26,53.06,16,32.65,3,6.12,1,2.04,1,2.04,0,0.00,0,0.00,0,0.00,2,4.08,0,0,49
EIN-6935 -004-C (52852),52852,Silva Sotillo,Walter,1,12.50,7,87.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EIN-6935 -701-C (52853),52853,Silva Sotillo,Walter,9,90.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
EIN-4172 -701-C (53390),53390,Cain,Frank,21,87.50,2,8.33,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,24
EIN-4451 -001-C (53684),53684,Silva Sotillo,Walter,3,21.43,10,71.43,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
EIN-4451 -701-C (53685),53685,Silva Sotillo,Walter,7,70.00,2,20.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
EIN-4933 -701-O (55450),55450,Ardila Rueda,Weimar,7,87.50,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EIN-6935 -702-O (57424),57424,Ardila Rueda,Weimar,8,88.89,1,11.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
EIN-4933 -001-C (58600),58600,Ardila Rueda,Weimar,9,90.00,1,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
EIN-6935 -001-C (58601),58601,Ardila Rueda,Weimar,25,96.15,1,3.85,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,26
IDS-3947 -801-I (58983),58983,Reeves,Kingsley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,10.00,27,90.00,0,0.00,0,0.00,0,0,30
EML-3041 -001-C (50139),50139,Goni Rodrigo,Miguel,24,64.86,9,24.32,2,5.41,0,0.00,1,2.70,1,2.70,0,0.00,0,0.00,0,0.00,0,0,37
EGN-3365 -001-C (50646),50646,Yucelen,Gulfem,25,29.41,43,50.59,16,18.82,1,1.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,85
EML-4220 -001-C (51336),51336,Baksh,Nicholas,6,30.00,7,35.00,6,30.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.00,0,0,20
EML-3303 -001-L (51925),51925,Baksh,Nicholas,11,61.11,7,38.89,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
EML-4302 -001-L (51926),51926,Gaines,Jonathan,13,56.52,7,30.43,1,4.35,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,8.70,0,0,23
EGN-3343 -001-C (51927),51927,Goni Rodrigo,Miguel,24,41.38,9,15.52,14,24.14,5,8.62,2,3.45,0,0.00,0,0.00,0,0.00,4,6.90,0,0,58
EML-3022 -901-C (52769),52769,Mujumdar,Ajit,25,34.72,27,37.50,9,12.50,2,2.78,4,5.56,0,0.00,0,0.00,0,0.00,5,6.94,0,0,72
EML-4106C-001-C (52924),52924,Pyrtle,Frank,9,36.00,4,16.00,9,36.00,2,8.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.00,0,0,25
EML-4123 -001-C (53209),53209,Pyrtle,Frank,5,13.51,10,27.03,17,45.95,4,10.81,0,0.00,0,0.00,0,0.00,0,0.00,1,2.70,0,0,37
EML-4501 -001-C (53210),53210,Gaines,Jonathan,4,25.00,5,31.25,7,43.75,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
EML-4905 -014-Z (53728),53728,Mujumdar,Ajit,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,100.00,0,0.00,0,0.00,0,0,14
EML-4905 -003-Z (53856),53856,Goni Rodrigo,Miguel,9,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
EML-4325 -001-C (54835),54835,Yucelen,Gulfem,11,16.18,36,52.94,20,29.41,1,1.47,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,68
EGN-4930 -780-O (57917),57917,Pitts,Arias,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,100.00,0,0.00,0,0.00,0,0,8
EML-4930 -826-O (57955),57955,Zhong,Ying,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,80.00,1,20.00,0,0.00,0,0,5
EML-3035 -001-C (58597),58597,Goni Rodrigo,Miguel,26,59.09,4,9.09,6,13.64,0,0.00,2,4.55,2,4.55,0,0.00,0,0.00,4,9.09,0,0,44
BME-4914 -015-R (57784),57784,Frisina,Robert,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,100.00,0,0.00,0,0.00,0,0,5
BME-3053 -001-C (57972),57972,Vieira,Daniel,2,40.00,3,60.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
BME-4943 -015-I (58160),58160,Frisina,Robert,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,88.89,0,0.00,0,0.00,1,11,9
