course_name,course_num,last_name,first_name,a_num,a_per,b_num,b_per,c_num,c_per,d_num,d_per,f_num,f_per,i_num,i_per,s_num,s_per,u_num,u_per,w_num,w_per,o_num,o_per,total_num
EEL-6935 -901-C (12588),12588,Stefanakos,Elias,12,80.00,1,6.67,0,0.00,0,0.00,1,6.67,1,6.67,0,0.00,0,0.00,0,0.00,0,0,15
EEL-7910 -001-Z (12719),12719,Arslan,Huseyin,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,80.00,1,20.00,0,0.00,0,0,5
EEL-7910 -008-Z (13242),13242,Wang,Jing,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,100.00,0,0.00,0,0.00,0,0,5
EEL-6597 -001-C (13882),13882,Chang,Jien,4,66.67,2,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-6427 -001-C (13902),13902,Mumcu,Gokhan,5,83.33,0,0.00,0,0.00,0,0.00,0,0.00,1,16.67,0,0.00,0,0.00,0,0.00,0,0,6
EEL-4422 -701-C (13903),13903,Mumcu,Gokhan,1,14.29,3,42.86,0,0.00,0,0.00,0,0.00,1,14.29,0,0.00,0,0.00,2,28.57,0,0,7
EEL-6427 -701-O (13904),13904,Mumcu,Gokhan,5,83.33,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-6597 -701-O (13907),13907,Chang,Jien,6,46.15,5,38.46,2,15.38,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
EEL-2161 -002-C (14164),14164,Jeong,Chung Seop,12,25.00,7,14.58,7,14.58,8,16.67,14,29.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0,48
EEL-4936 -008-C (16637),16637,Thomas,Sylvia,6,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-7910 -024-Z (16968),16968,Miao,Zhixin,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,100.00,0,0.00,0,0.00,0,0,8
EGN-3000L-002-L (18492),18492,Jeong,Chung Seop,56,72.73,12,15.58,2,2.60,2,2.60,4,5.19,0,0.00,0,0.00,0,0.00,1,1.30,0,0,77
EGN-3000L-002I-L (18492),18492,Jeong,Chung Seop,1,14.29,3,42.86,2,28.57,1,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EEL-6285 -001-C (18504),18504,Fan,Lingling,7,87.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,12.50,0,0,8
EGN-3373 -002-C (18505),18505,Ferekides,Christos,4,12.12,11,33.33,12,36.36,4,12.12,1,3.03,0,0.00,0,0.00,0,0.00,1,3.03,0,0,33
EGN-3373 -004-C (18509),18509,Ferekides,Christos,12,24.49,12,24.49,17,34.69,3,6.12,1,2.04,0,0.00,0,0.00,0,0.00,4,8.16,0,0,49
EEL-3115L-002-L (18584),18584,Ferekides,Christos,13,65.00,4,20.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,10.00,0,0,20
EEL-6506C-001-C (18878),18878,Ghani,Nasir,10,50.00,10,50.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EEL-4937 -801-O (18972),18972,Krisa,Thomas,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,100.00,0,0.00,0,0.00,0,0,6
EEL-4937 -802-O (18973),18973,Krisa,Thomas,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,100.00,0,0.00,0,0.00,0,0,5
EEL-6935 -002-C (18987),18987,Castellanos Mier,Alexandro,8,72.73,3,27.27,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,11
EEL-6936 -706-O (19175),19175,Chen,Kwang-Cheng,4,66.67,1,16.67,0,0.00,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EGN-3373 -006-C (19342),19342,Ferekides,Christos,7,14.29,23,46.94,12,24.49,5,10.20,1,2.04,0,0.00,0,0.00,0,0.00,1,2.04,0,0,49
EGN-3373 -007-C (19520),19520,Ferekides,Christos,12,24.00,12,24.00,19,38.00,4,8.00,2,4.00,0,0.00,0,0.00,0,0.00,1,2.00,0,0,50
EEE-6277 -001-C (19915),19915,Saddow,Stephen,8,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EGN-3060 -001-C (19916),19916,Castellanos Mier,Alexandro,31,77.50,8,20.00,1,2.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,40
EEL-6935 -012-C (20004),20004,Lu,Zhuo,27,96.43,0,0.00,1,3.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,28
EEL-6592 -004-C (20042),20042,Arslan,Huseyin,0,0.00,1,14.29,0,0.00,0,0.00,0,0.00,6,85.71,0,0.00,0,0.00,0,0.00,0,0,7
EEL-4935 -901-C (20047),20047,Stefanakos,Elias,17,94.44,1,5.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
EEE-6278 -001-C (20153),20153,Wang,Jing,6,60.00,2,20.00,0,0.00,0,0.00,1,10.00,0,0.00,0,0.00,0,0.00,1,10.00,0,0,10
EEL-7910 -004-Z (20410),20410,Chang,Jien,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,9,100.00,0,0.00,0,0.00,0,0,9
EEL-3705 -001-C (20824),20824,Castellanos Mier,Alexandro,42,56.76,15,20.27,6,8.11,0,0.00,5,6.76,0,0.00,0,0.00,0,0.00,6,8.11,0,0,74
EEL-3472C-002-C (20828),20828,Parthasarathy,Ashwin Bharadwaj,1,16.67,2,33.33,1,16.67,0,0.00,2,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-4423C-002-C (20853),20853,Dunleavy,Lawrence,2,33.33,2,33.33,2,33.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-4423C-003-C (20854),20854,Dunleavy,Lawrence,2,28.57,0,0.00,1,14.29,0,0.00,3,42.86,0,0.00,0,0.00,0,0.00,1,14.29,0,0,7
EEL-4423C-004-C (20855),20855,Dunleavy,Lawrence,4,50.00,2,25.00,1,12.50,0,0.00,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EEL-4423C-005-C (20856),20856,Dunleavy,Lawrence,3,50.00,2,33.33,0,0.00,0,0.00,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-3472C-003-C (20881),20881,Parthasarathy,Ashwin Bharadwaj,9,64.29,2,14.29,1,7.14,1,7.14,1,7.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0,14
EEL-3472C-004-C (20882),20882,Parthasarathy,Ashwin Bharadwaj,2,14.29,4,28.57,5,35.71,1,7.14,1,7.14,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
EEL-3472C-005-C (20883),20883,Parthasarathy,Ashwin Bharadwaj,3,21.43,4,28.57,2,14.29,1,7.14,1,7.14,0,0.00,0,0.00,0,0.00,3,21.43,0,0,14
EEE-4271 -001-C (20917),20917,Saddow,Stephen,20,76.92,4,15.38,0,0.00,0,0.00,0,0.00,1,3.85,0,0.00,0,0.00,0,0.00,1,4,26
EEL-3705L-001-L (20986),20986,Bhanja,Sanjukta,11,55.00,6,30.00,3,15.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,20
EEL-3705L-002-L (20987),20987,Bhanja,Sanjukta,10,58.82,3,17.65,2,11.76,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,11.76,0,0,17
EEL-3705L-003-L (20988),20988,Bhanja,Sanjukta,12,60.00,6,30.00,1,5.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.00,0,0,20
EEL-4727C-001-C (20989),20989,Sankar,Ravi,7,77.78,2,22.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
EEL-6722C-001-L (20990),20990,Sankar,Ravi,4,66.67,1,16.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,16.67,0,0,6
EEL-4241 -001-C (21276),21276,Miao,Zhixin,29,70.73,12,29.27,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,41
EEL-4740 -001-C (21347),21347,Castellanos Mier,Alexandro,29,82.86,2,5.71,0,0.00,1,2.86,3,8.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0,35
EEL-4461 -701-O (21439),21439,Mumcu,Gokhan,0,0.00,3,60.00,0,0.00,0,0.00,1,20.00,0,0.00,0,0.00,0,0.00,1,20.00,0,0,5
EEL-3163C-901-C (22049),22049,Jeong,Chung Seop,8,22.86,13,37.14,6,17.14,3,8.57,5,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0,35
EEL-4206L-002-L (22556),22556,Fan,Lingling,7,70.00,3,30.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,10
EEL-4206L-003-L (22562),22562,Fan,Lingling,5,62.50,2,25.00,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EEL-4206L-004-L (22563),22563,Fan,Lingling,9,90.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,10.00,0,0,10
EEE-6432 -001-C (22568),22568,Thomas,Sylvia,13,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
EEE-6542 -001-C (23231),23231,Rahnamay Naeini,Mahshid,16,50.00,7,21.88,5,15.63,1,3.13,0,0.00,1,3.13,0,0.00,0,0.00,2,6.25,0,0,32
BME-4931 -002-C (23252),23252,Saddow,Stephen,4,57.14,1,14.29,1,14.29,0,0.00,0,0.00,1,14.29,0,0.00,0,0.00,0,0.00,0,0,7
BME-6931 -008-C (23253),23253,Saddow,Stephen,5,71.43,2,28.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EEL-6245 -001-C (23337),23337,Miao,Zhixin,3,37.50,4,50.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,12.50,0,0,8
EGS-3071 -001-C (23946),23946,Howell,Joel,34,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,34
EEL-3115L-003-L (24064),24064,Ferekides,Christos,12,63.16,2,10.53,2,10.53,0,0.00,0,0.00,2,10.53,0,0.00,0,0.00,1,5.26,0,0,19
EEL-2161 -700-C (24408),24408,Jeong,Chung Seop,14,82.35,0,0.00,1,5.88,0,0.00,2,11.76,0,0.00,0,0.00,0,0.00,0,0.00,0,0,17
EEL-6935 -705-C (24618),24618,Lu,Zhuo,5,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EEL-4935 -011-C (24619),24619,Chen,Kwang-Cheng,6,75.00,1,12.50,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EEL-6935 -715-C (24624),24624,Rahnamay Naeini,Mahshid,4,57.14,3,42.86,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EEE-6357 -701-C (25151),25151,Hoff,Andrew,2,33.33,4,66.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEE-4301 -701-C (25154),25154,Takshi,Arash,10,45.45,3,13.64,2,9.09,1,4.55,5,22.73,0,0.00,0,0.00,0,0.00,1,4.55,0,0,22
EEL-3472C-701-C (25275),25275,Parthasarathy,Ashwin Bharadwaj,4,26.67,4,26.67,3,20.00,0,0.00,0,0.00,2,13.33,0,0.00,0,0.00,2,13.33,0,0,15
EEL-3116L-701-L (25277),25277,Parthasarathy,Ashwin Bharadwaj,3,13.04,9,39.13,7,30.43,0,0.00,4,17.39,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
EEL-4657 -701-C (25285),25285,Moreno,Wilfrido,13,26.53,9,18.37,10,20.41,2,4.08,3,6.12,4,8.16,0,0.00,0,0.00,8,16.33,0,0,49
EEL-4657L-701-L (25289),25289,Moreno,Wilfrido,2,28.57,3,42.86,1,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,14.29,0,0,7
EEL-6614 -701-C (25296),25296,Moreno,Wilfrido,12,80.00,1,6.67,0,0.00,0,0.00,0,0.00,1,6.67,0,0.00,0,0.00,1,6.67,0,0,15
EEL-6787 -701-C (25975),25975,Ghani,Nasir,16,69.57,6,26.09,0,0.00,0,0.00,1,4.35,0,0.00,0,0.00,0,0.00,0,0.00,0,0,23
EEL-6787 -702-C (25977),25977,Ghani,Nasir,4,80.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EEL-6787 -703-C (25981),25981,Ghani,Nasir,26,83.87,4,12.90,0,0.00,0,0.00,0,0.00,1,3.23,0,0.00,0,0.00,0,0.00,0,0,31
EGN-3420 -003-C (26298),26298,Jeong,Chung Seop,0,0.00,5,35.71,3,21.43,3,21.43,2,14.29,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
EEE-3394 -003-C (26299),26299,Schlaf,Rudiger,4,22.22,9,50.00,3,16.67,1,5.56,1,5.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
EEL-3705L-701-L (26549),26549,Bhanja,Sanjukta,9,81.82,1,9.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,9.09,0,0,11
EGN-3443 -001-C (10604),10604,Savachkin,Aliaksei,79,46.47,67,39.41,14,8.24,3,1.76,1,0.59,0,0.00,0,0.00,0,0.00,6,3.53,0,0,170
EGN-3443 -003-C (10605),10605,Silva Sotillo,Walter,21,17.80,42,35.59,17,14.41,9,7.63,11,9.32,0,0.00,0,0.00,0,0.00,18,15.25,0,0,118
EGN-3443 -002-C (10606),10606,Das,Tapas,37,27.21,41,30.15,25,18.38,0,0.00,18,13.24,0,0.00,0,0.00,0,0.00,15,11.03,0,0,136
EGN-4450 -001-C (10607),10607,Yalcin,Ali,28,21.54,31,23.85,47,36.15,5,3.85,11,8.46,0,0.00,0,0.00,0,0.00,8,6.15,0,0,130
EIN-4333 -701-C (10620),10620,Weng,Michael,25,65.79,5,13.16,3,7.89,5,13.16,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,38
EIN-6319 -901-C (10621),10621,Chilton,Jamie,36,94.74,2,5.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,38
ESI-4221 -701-C (10622),10622,Das,Devashish,12,29.27,13,31.71,14,34.15,2,4.88,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,41
ESI-4313 -701-C (10623),10623,Savachkin,Aliaksei,24,63.16,5,13.16,8,21.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,2.63,0,0,38
EIN-6319 -701-C (10808),10808,Chilton,Jamie,18,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
EIN-6936 -004-C (10809),10809,Reeves,Kingsley,7,87.50,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EIN-5350 -702-C (11106),11106,Reeves,Kingsley,13,54.17,9,37.50,1,4.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.17,0,0,24
EIN-5350 -901-C (11107),11107,Reeves,Kingsley,12,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,12
EGN-3615 -001-C (11267),11267,Weng,Michael,33,35.87,25,27.17,26,28.26,1,1.09,4,4.35,0,0.00,0,0.00,0,0.00,3,3.26,0,0,92
EIN-4333 -001-C (11276),11276,Weng,Michael,9,60.00,1,6.67,4,26.67,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
EIN-4601C-701-C (11486),11486,Lai-Yuen,Susana,3,50.00,3,50.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EIN-4601C-702-C (11487),11487,Lai-Yuen,Susana,9,50.00,6,33.33,2,11.11,1,5.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,18
ESI-4221 -001-C (11865),11865,Das,Devashish,4,26.67,7,46.67,3,20.00,1,6.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,15
EIN-4891 -701-C (12004),12004,Zayas-Castro,Jose,12,27.27,22,50.00,10,22.73,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,44
EIN-5182 -701-C (12073),12073,Chilton,Jamie,27,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,27
EIN-5182 -001-C (12074),12074,Chilton,Jamie,13,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,13
ESI-4313 -001-C (12077),12077,Savachkin,Aliaksei,9,56.25,3,18.75,4,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
EIN-4243C-701-C (12149),12149,Anzalone,Patricia,17,53.13,13,40.63,1,3.13,0,0.00,1,3.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0,32
EIN-4243C-001-C (12597),12597,Anzalone,Patricia,3,37.50,4,50.00,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EIN-6936 -003-C (12802),12802,Zayas-Castro,Jose,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,100.00,0,0.00,0,0.00,0,0,10
EIN-6936 -701-C (13644),13644,Reeves,Kingsley,11,64.71,4,23.53,1,5.88,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.88,0,0,17
EIN-4601C-703-C (15577),15577,Lai-Yuen,Susana,1,7.14,10,71.43,2,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.14,0,0,14
EIN-6935 -001-C (16326),16326,Yalcin,Ali,5,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
EIN-6935 -002-C (16681),16681,Jiang,Lin,21,95.45,1,4.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
EIN-6936 -001-C (16685),16685,Shah,Ankit,11,68.75,5,31.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,16
EGN-3615 -002-C (17170),17170,Weng,Michael,14,41.18,7,20.59,6,17.65,1,2.94,3,8.82,0,0.00,0,0.00,0,0.00,3,8.82,0,0,34
EIN-6934 -002-C (17218),17218,Kwon,Changhyun,7,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EIN-4453 -701-C (17895),17895,Reeves,Kingsley,4,44.44,5,55.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,9
EIN-4601C-003-C (17896),17896,Lai-Yuen,Susana,0,0.00,4,80.00,1,20.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,5
ESI-4620 -702-C (17897),17897,Silva Sotillo,Walter,7,18.92,15,40.54,12,32.43,1,2.70,1,2.70,0,0.00,0,0.00,0,0.00,1,2.70,0,0,37
ESI-4620 -001-C (17898),17898,Silva Sotillo,Walter,3,18.75,7,43.75,4,25.00,1,6.25,0,0.00,0,0.00,0,0.00,0,0.00,1,6.25,0,0,16
ESI-4607 -701-C (17899),17899,Shah,Ankit,22,48.89,19,42.22,4,8.89,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,45
ESI-4607 -001-C (17900),17900,Shah,Ankit,5,62.50,1,12.50,2,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EGN-3615 -702-C (17901),17901,Weng,Michael,37,45.68,19,23.46,15,18.52,3,3.70,3,3.70,0,0.00,0,0.00,0,0.00,4,4.94,0,0,81
